title,authors,year,doi,abstract,venue,url,source_db
Secure Encoding Strategy for Consensus of Multi-Agent Systems in the Presence of Eavesdropper,Bingya Zhao; Ya Zhang,2022,10.1109/TCSII.2022.3140589,"This brief studies consensus problem of single-integrator multi-agent network in the presence of eavesdropper. In the network, agents communicate with each other through digital communication channels, and the eavesdropper overhears the messages transmitted by the agents over wiretap channels. A secure encoding strategy based on constructing auxiliary systems is designed to ensure that the multi-agent network achieves consensus, while the eavesdropper cannot precisely estimate the state of any agent in the network. To defend against eavesdropping, each agent in the network transmits the state of its constructed auxiliary system instead of its state value to its neighbors. A sufficient condition of consensus and security is given by studying the relationship between topological entropy and the maximum transmission rates. A simulation example is given to illustrate the effectiveness of the encoding strategy.",IEEE Transactions on Circuits and Systems II: Express Briefs,https://ieeexplore.ieee.org/document/9672183/,ieee
Integrated Framework for Secure Communication among Multiple Agents using MCP and A2A,Tirtha Nath; Deepankshi Yadav; Vedavyas Damera; G. Balamurugan; Pratyush Jha,2026,10.1109/ICICI68773.2026.11580474,"Autonomous agents based on Large Language Models (LLMs) have become increasingly prominent in recent years. However, most existing agents perform well only on isolated tasks and struggle when the number of agents in a system increases. To address this problem, researchers have explored various communication approaches, but these approaches continue to face limitations such as a lack of standardization, weak security models, and poor real-world integration. To overcome these issues, we investigate an approach that integrates two recent communication protocols. We propose an integrated framework based on the Model Context Protocol (MCP) and the Agent-to-Agent (A2A) Protocol. This approach addresses the shortcomings of existing methods while providing additional features such as secure collaboration and cross-platform interoperability. Our framework consists of four components: a Tool Integration Layer for external data access through MCP, an Agent Management Layer for coordinating task delegation, a Core Protocol Layer for A2A-based communication among agents, and a Security Layer that provides protection through HMAC signatures. The framework further enhances interoperability, reliability, and transparency across agent interactions. It demonstrates that an integrated and secure agent system can be developed to perform significantly better than traditional non-standardized or insecure agentic solutions. The framework also establishes a secure foundation for managing agents in safety-critical environments. We examine this approach through a disaster management framework consisting of four agents whose combined outputs help assess conditions and provide an appropriate response plan, supported by a reliable dataset for robust estimation.",2026 4th International Conference on Inventive Computing and Informatics (ICICI),https://ieeexplore.ieee.org/document/11580474/,ieee
Techniques for Accelerating Algebraic Operations in Agent-based Information Security Systems,S. V. Bezzateev; S. G. Fomicheva; G. A. Zhemelev,2023,10.1109/WECONF57201.2023.10147978,The paper discusses the interaction mechanisms of cybersecurity centers and compliance with security and event management systems. The emphasis is on the agent approach. The results of computational experiments in the implementation of techniques for accelerating operations performed in finite fields are presented in order to find a compromise between the required memory volumes for storing elements of finite fields in the body of a security agent and the generation time of such under strict memory restrictions for mobile security agents.,2023 Wave Electronics and its Application in Information and Telecommunication Systems (WECONF),https://ieeexplore.ieee.org/document/10147978/,ieee
Intelligent E-Commerce Marketing System Based on Mobile Multi Agent,Xiaojie Zhang; Fangfang Li,2024,10.1109/ICIICS63763.2024.10859369,"Currently, research on intelligent mobile agents in the field of e-commerce is mostly still in the theoretical and mathematical argumentation stage, while actual research and system development are still in the initial stage, and there are also problems such as low information acquisition efficiency. This article proposes a design approach for an Agent based e-commerce intelligent agent by addressing the shortcomings of existing research on the application of intelligent mobile agents in e-commerce. It aims to provide users and merchants with more convenient services, reduce the burden of network bandwidth, improve information retrieval speed. In the comparison of customer returns before and after the adoption of a mobile Multi Agent intelligent e-commerce marketing system, the data collection time is one month, and the maximum return before the adoption can reach 49 orders. After adoption, the maximum return quantity is 10 orders, and sometimes the return quantity is 0. This article helps to improve the level of e-commerce transaction management.",2024 International Conference on Integrated Intelligence and Communication Systems (ICIICS),https://ieeexplore.ieee.org/document/10859369/,ieee
Cooperative Control of Multi-Agent Systems with Information Security under Dynamic Event-Triggered Mechanism,Yuqi Zheng; Liqian Dou; Xiuyun Zhang; Yifan Tang; Ruilong Zhang,2025,10.23919/CCC64809.2025.11179642,"This study investigates the cooperative control problem of linear discrete multi-agent systems (MASs) under dynamic event-triggered mechanism (DETM) with communication information security. Firstly, considering the limited communication resources of MASs, a DETM based on auxiliary variable is proposed to reduce the number of communications among agents. Furthermore, considering the security of information transmission among agents, the encryption algorithm and decryption algorithm are designed, which means the transmitted information among agents are encrypted into a series of keys. Next, the distributed cooperative controller is designed using decrypted information. The stability of the designed control system is demonstrated. Finally, the multi-unmanned aerial vehicle (multi-UAV) control system is used for simulation. The simulation results show that the designed control method can achieve multi-UAV formation control and the proposed DETM can improve communication efficiency.",2025 44th Chinese Control Conference (CCC),https://ieeexplore.ieee.org/document/11179642/,ieee
Survey on Security Concepts to Adapt Flexible Manufacturing and Operations Management based upon Multi-Agent Systems,Sebastian Braun; Chi-Tsun Cheng; Steve Dowey; Jörg Wollert,2020,10.1109/ISIE45063.2020.9152210,"The increasing digitalization brings new opportunities but also puts new challenges to modern industrial systems. Software agents are one of the key technologies towards self-optimizing factories and are currently used to address the needs of cyber-physical production systems (CPPS). However their interplay in industrial settings needs to be understood better.This paper focusses on securing a cloud infrastructure for multi-agent systems for industrial sites. An industrial site contains multiple production processes that need to communicate with each other and each physical resource is abstracted with a software agent. This volatile architecture needs to be managed and protected from manipulation. The proposed infrastructure presents a security concept for TCP/IP communication between agents, machines, and external networks. It is based on open-source software and tested on a three-node edge cloud controlling a model-plant.",2020 IEEE 29th International Symposium on Industrial Electronics (ISIE),https://ieeexplore.ieee.org/document/9152210/,ieee
Agent Name Service (ANS): A Universal Directory for Secure AI Agent Discovery and Interoperability,Ken Huang; Vineeth Sai Narajala; Idan Habler; Akram Sheriff,2026,10.1109/ICAIC67076.2026.11395757,"The proliferation of AI agents requires robust mechanisms for secure discovery. This paper introduces the Agent Name Service (ANS), a novel architecture based on DNS addressing the lack of a public agent discovery framework. ANS provides a protocol-agnostic registry mechanism that leverages Public Key Infrastructure (PKI) certificates for verifiable agent identity and trust. The architecture features several key innovations: a formalized agent registration and renewal mechanism for lifecycle management; DNS-inspired naming conventions with capability-aware resolution; a modular Protocol Adapter Layer supporting diverse communication standards (A2A, MCP, ACP, etc.); and precisely defined algorithms for secure resolution. We implement structured communication using JSON Schema and conduct a comprehensive threat analysis of our proposal. The result is a foundational agent directory service protocol addressing the core challenges of secure discovery and interaction in multi-agent systems, paving the way for future interoperable, trustworthy, and scalable agent ecosystems.",2026 IEEE 5th International Conference on AI in Cybersecurity (ICAIC),https://ieeexplore.ieee.org/document/11395757/,ieee
Securing Agentic AI: A Comprehensive Threat Model and Mitigation Framework for Generative AI Agents,Vineeth Sai Narajala; Om Narayan,2025,10.1109/ACAI68217.2025.11406310,"As generative AI (GenAI) agents become more common in enterprise settings, they introduce security challenges that differ significantly from those posed by traditional systems. These agents aren’t just LLMs—they reason, remember, and act, often with minimal human oversight. This paper introduces a comprehensive threat model tailored specifically for GenAI agents, focusing on how their autonomy, persistent memory access, complex reasoning, and tool integration create novel risks. This research work identifies 9 primary threats and organizes them across five key domains: cognitive architecture vulnerabilities, temporal persistence threats, operational execution vulnerabilities, trust boundary violations, and governance circumvention. These threats aren’t just theoretical—they bring practical challenges such as delayed exploitability, cross-system propagation, cross system lateral movement, and subtle goal misalignments that are hard to detect with existing frameworks and standard approaches. To help address this, the research work present two complementary frameworks: ATFAA (Advanced Threat Framework for Autonomous AI Agents), which organizes agent-specific risks, and SHIELD, a framework proposing practical mitigation strategies designed to reduce enterprise exposure. While this work builds on existing work in LLM and AI security, the focus is squarely on what makes agents different—and why those differences matter. Ultimately, this research argues that GenAI agents require a new lens for security. If we fail to adapt our threat models and defenses to account for their unique architecture and behavior, we risk turning a powerful new tool into a serious enterprise liability.","2025 8th International Conference on Algorithms, Computing and Artificial Intelligence (ACAI)",https://ieeexplore.ieee.org/document/11406310/,ieee
Systematic Mapping Study of Security in Multi-Embedded-Agent Systems,Arthur Baudet; Oum-El-Kheir Aktouf; Annabelle Mercier; Philippe Elbaz-Vincent,2021,10.1109/ACCESS.2021.3128287,"Context: In this paper, we study distributed and decentralized systems in which each part is modeled as an agent in a multi-agent system. Those systems provide more scalable and easier ways to control complex, distributed and interconnected systems of embedded components. We are particularly interested in methods to secure these systems. Objectives: This study aims to identify the main security properties studied, the parts of a multi-agent architecture that are considered most often in security studies and the technical solutions used to secure those systems. Methods: We conducted a systematic mapping study on research works addressing the security of multi-agent systems with embedded agents. We identified which security features were addressed, and their roles in global security architecture. Results: We identified 70 papers published in journals and conferences. We classified the extracted data reporting a tendency to focus on securing the availability of systems under attack by means of trust schemes, sometimes supported by cryptographic primitives. Conclusion: The use of cryptography appears to be limited in decentralized systems. However, solutions should be provided to overcome those limits as other solutions such as trust schemes do not protect the system from the same type of attacks.",IEEE Access,https://ieeexplore.ieee.org/document/9615051/,ieee
Agent-based security protection model of secret-related carrier intelligent management and control,Hongshan Kong; Jun Tang,2021,10.1109/ICIBA52610.2021.9688134,"Secret-related carrier intelligent management and control system uses the Internet of Things and artificial intelligence to solve the transformation of secret-related carrier management and control from manual operation to automatic detection, precise monitoring, and intelligent decision-making, and use technical means to resolve security risks. However, the coexistence of multiple heterogeneous networks will lead to various network security problems in the secret carrier intelligent management and control. Aiming at the actual requirements of the intelligent management and control of secret-related carriers, this paper proposes a system structure including device domain, network domain, platform domain and user domain, and conducts a detailed system security analysis, and introduces intelligent agent technology, and proposes a distributed system. The hierarchical system structure of the secret-related carrier intelligent management and control security protection model has good robustness and portability.","2021 IEEE 2nd International Conference on Information Technology, Big Data and Artificial Intelligence (ICIBA)",https://ieeexplore.ieee.org/document/9688134/,ieee
A Survey of Research on Network Security Management Model,Xiaoxue Bai; Yuwen Dai; Xiaoming Zhou; LongXi Han; Guangkai Ge,2022,10.1109/ICFTIC57696.2022.10075122,"Network security management comprehensively uses the theories, technologies and methods of artificial intelligence, network management, information security, distributed computing and other fields to maintain and strengthen network security. There are many methods for network security management. This paper summarizes the research of scholars in the field and divides it into three categories. This review focuses on Agent-based model, Policy-driven model, and Modular-based model, selects several representative models for each and details the concept, construction, use, as well as the transformation and innovation of the models. In addition, we also summarize the techniques and methods used in these categories, and point out the open research issues and directions in each area.",2022 4th International Conference on Frontiers Technology of Information and Computer (ICFTIC),https://ieeexplore.ieee.org/document/10075122/,ieee
A Comprehensive Security Framework for the Model Context Protocol (MCP) in Multi-Agent AI Systems,Om Narayan; Ramkinker Singh; Praveen Baskar,2025,10.1109/ACAI68217.2025.11406667,"The Model Context Protocol (MCP) enables seamless AI agent-tool interactions but introduces distinct security challenges such as prompt injection, impersonation, and supply chain vulnerabilities. These risks are amplified by the autonomous and complex reasoning of GenAI agents, necessitating a robust threat model. Prior research has tackled some of these issues through prompt filtering, architectural isolation, authentication, secure installation, monitoring, and defensive agent design patterns. However, critical gaps persist in state consistency, multi-tenant isolation, context integrity, and comprehensive authentication/authorization within dynamic MCP environments. As MCP-based multi-agent systems become integral to enterprise operations, they present unique security considerations. This paper introduces a comprehensive security framework addressing these challenges, including solutions for standard authentication and authorization, robust supply chain defense, and enhanced observability, aiming to establish a secure, scalable, and resilient foundation for MCP-based multi-agent systems suitable for sensitive applications. Specifically, we propose the MCP Server Standard Framework as a foundational architecture designed to mitigate these vulnerabilities through a combination of secure by design principles and advanced threat detection mechanisms.","2025 8th International Conference on Algorithms, Computing and Artificial Intelligence (ACAI)",https://ieeexplore.ieee.org/document/11406667/,ieee
Taxonomy of Multi-Agent Systems Attacks and their Defense Tactics in Certifying Security of Cyber Physical Systems,Garima Jain; N. R Solomon Jebaraj,2023,10.1109/ICAICCIT60255.2023.10466176,"The utilization of multi-agent systems has been increasingly prevalent across various sectors, owing to their notable efficacy in execution. However, a multitude of hazards exist that possess the capability to undermine the integrity of the agent and pose a threat to the overall security of the system. Therefore, it is crucial to carefully evaluate and address security vulnerabilities during the process of creating Multi-Agent Systems (MAS). This survey assesses different models that aim to guarantee the security of Multi-Agent Systems (MAS). These models were developed based on principles related to the agents' functionality and communication. This study offers a comprehensive examination and categorization of the prevailing threats targeting Multi-Agent Systems (MASs). Following this, we conduct a comprehensive analysis and assessment of diverse security strategies described in scholarly sources, classifying them into prevention, detection, and resiliency approaches based on their established credibility and reliability. In conclusion, we offer a suggestion for the optimal security approach to address particular types of threats, considering the most recent breakthroughs in the field of study.","2023 International Conference on Advances in Computation, Communication and Information Technology (ICAICCIT)",https://ieeexplore.ieee.org/document/10466176/,ieee
The Secure Agents in Hybrid Cloud Cybersecurity,Megha Pandeya; Vanithalakshmi M; Sukumar R,2023,10.1109/PEEIC59336.2023.10451833,"A security of information strategy often evaluates the risk, the location where the risk is likely to materialise as a result of an unexpected occurrence, and the related effects on cloud organisations. Different cloud organisations and vocations have different informational safety and risk control practises. There are a number of ways to assess current insurance practises for cloud organisations, but their reach is limited by stereotypical criteria instead of creating an agent-based job that takes into account all elements of the related risk. The motivation for this study is the absence of all recognised current risk administration platforms, their thorough instance, and operative methodologies. This study suggests an Agent Oriented Security Analysis Architecture regarding Heterogeneous Cloud Technology as a full approach for internet-related techniques incorporating ways to examine and contrast current diverse famous techniques for computing-related risk concerns and by incorporating new tasks from researched methods. In order to construct a decision-making system that enables the organisation to take decisions against danger agents based on the information supplied by the security agents, the ideas for the software agent and intelligence agent have been developed established. The agents in question fetch/collect the correct data utilised in the framework. The primary emphasis of this study is on risk evaluation methods that take into account assets, prospective risks, weaknesses, and the corresponding countermeasures to determine the results.","2023 International Conference on Power Energy, Environment & Intelligent Control (PEEIC)",https://ieeexplore.ieee.org/document/10451833/,ieee
Developing an Agent-Based Simulation Model for Predicting Technology Acceptance at Border Crossing Points,Sarang Shaikh; Sule Yildirim Yayilgan,2023,10.1109/ICARA56516.2023.10125714,"In this paper, we are focusing on the use of agent-based approach to generate simulations of various scenarios for border crossing points and making technology acceptance predictions. This paper is related to the Horizon 2020 project METICOS11https://meticos-project.eu/, for which we are extracting user (traveler and border control staff) perceptions from sources such as online social networks e.g., Twitter, Web, Interviews, Questionnaires etc. However, for the scope of this paper we have only included the synthetic data for the experiments to validate the proposed simulation model. The existing studies made a strong justification for choosing this approach to model the defined problem. To the best of our knowledge, this paper is a first research study focusing on defining how agent-based modeling and simulation can be used to model border crossing scenarios and predicting the acceptance of the border control technologies by explaining travelers' profile based on synthetic data, perceptions based on manual rules. This is important for stakeholders who take decisions related to what technologies to place at the border crossing points and what features such technologies should have to improve throughputs and traveler and border staff satisfaction.","2023 9th International Conference on Automation, Robotics and Applications (ICARA)",https://ieeexplore.ieee.org/document/10125714/,ieee
Are Autonomous Agents the Inevitable Future of Decentralized Finance? A Review and Forward Outlook,Sonya Nadira Gularso; Richard Wiputra,2025,10.1109/IHMSC66529.2025.00038,"Decentralized finance (DeFi) is expanding rapidly with the exponential increase in several adoption metrics. However, most user activity and decisions in DeFi still rely on short-term information, which exposes participants to volatility, manipulation, and security risk. Autonomous agents offer a data-driven approach to mitigate those frictions. This study conducts a systematic literature review (SLR) to map how LLM agents have been applied across the DeFi stack. We followed the PRISMA guidelines, searched five scholarly databases, and screened 3,590 records published between 2021 and 2025. Twenty-two peer-reviewed studies met the final inclusion criteria. Thematic synthesis reveals six functional clusters: (i) trading and automated market-making, (ii) portfolio construction and rebalancing, (iii) lending and credit-risk modeling, (iv) governance vote delegation, (v) liquidity-risk assurance and insurance, and (vi) smart-contract security audit. In terms of agent design, single-agent designs still dominate the implementation, but MAS is gaining traction in tasks requiring negotiation or distributed sensing. LLM-powered agents appear mainly in early proof-of-concept security tools.",2025 17th International Conference on Intelligent Human-Machine Systems and Cybernetics (IHMSC),https://ieeexplore.ieee.org/document/11153232/,ieee
Research on Security Control of Multi Agent Systems Based on State Estimation,Zhiming Zhong; Jie Wang,2025,10.1109/NNICE64954.2025.11063919,"Aiming at the issue that the communication network of multi-agent system (MAS) is vulnerable to injection attack, which may lead to the loss of consensus, a strategy based on neighbor agent state estimation is proposed to establish the system security consensus controller. Each agent can use the local embedded sensor to obtain state measurements and apply the Kalman filter algorithm to complete the optimal neighbor state estimation. An attack detection mechanism is established to judge whether the channel has been malicious injected or not. By selecting the appropriate state information to update the next state, the MAS can achieve mean square consensus. Experimental findings demonstrate that the security control method based on state estimation is effective, and can maintain mean square consistency of the system under injection attacks.","2025 5th International Conference on Neural Networks, Information and Communication Engineering (NNICE)",https://ieeexplore.ieee.org/document/11063919/,ieee
Key Technologies for Security with different Performance Parameters in Mobile Agent System,Mohammad Asim; Anil Kumar Sagar,2024,10.1109/ACET61898.2024.10730506,"The world is moving forward with technology as mobile agents are the initials for creating a chain of connections from one hope to another. And because of this, technology has a kind of meaning. Due to the many attacks in the middle, the channels for transferring information from one device to another are not secure. Due to these security concerns, there is a need to explore the major classified security technologies for the smooth operation of healthy communication. The paper is designed to create a comprehensive view of security coverage in technology. Faced with many challenges in real time applications or data transfer, the system has also been advanced by implementing many security algorithms and techniques. These security methods are encapsulated in cryptographic mechanisms. The main role in the system is only that of the host, who controls the channel and exchanges information from one place to another. So, the burden of lack of security also falls on the host. The host must be advanced somehow to avoid smart attacks. Here the host requests a secure channel to exchange information from different devices. Before going into depth, one needs to look at the security measures broadly for better understanding, the paper is communicating to everyone here.",2024 1st International Conference on Advanced Computing and Emerging Technologies (ACET),https://ieeexplore.ieee.org/document/10730506/,ieee
