record_id,title,authors,year,doi,abstract,venue,url,source_db,golden_set
11,Sanitizing agents for virus inactivation and disinfection,Qianyu Lin; Jason Y. C. Lim; Kun Xue; Pek Yin Michelle Yew; Cally Owh; Pei Lin Chee; Xian Jun Loh,2020,10.1002/viw2.16,"Viral epidemics develop from the emergence of new variants of infectious viruses. The lack of effective antiviral treatments for the new viral infections coupled with rapid community spread of the infection often result in major human and financial loss. Viral transmissions can occur via close human-to-human contact or via contacting a contaminated surface. Thus, careful disinfection or sanitization is essential to curtail viral spread. A myriad of disinfectants/sanitizing agents/biocidal agents are available that can inactivate viruses, but their effectiveness is dependent upon many factors such as concentration of agent, reaction time, temperature, and organic load. In this work, we review common commercially available disinfectants agents available on the market and evaluate their effectiveness under various application conditions. In addition, this work also seeks to debunk common myths about viral inactivation and highlight new exciting advances in the development of potential sanitizing agents.",Open Research (University of Surrey),https://openalex.org/W3028391983,openalex,false
12,Explainable Agents for Less Bias in Human-Agent Decision Making,Avleen Malhi; Samanta Knapič; Kary Främling,2020,10.1007/978-3-030-51924-7_8,,Lecture notes in computer science,https://openalex.org/W3041306121,openalex,false
13,Bioformulation of Microbial Biocontrol Agents for a Sustainable Agriculture,Ana Bejarano; Gerardo Puopolo,2020,10.1007/978-3-030-53238-3_16,"Abstract The application of microbial based biopesticides has become a sustainable alternative to the use of chemicals to prevent yield losses due to plant pathogens. However, microbial based biopesticides are often unsuccessfully formulated and do not meet the demanding regulatory standards required by the agencies, which hinders their commercialization. Hence, an outline on the approaches to attain more effective formulations might be useful for the development of future more effective products. With this aim, this chapter reports the current state of biocontrol strategies and describes the principles of microbial biocontrol formulations. Emphasis is placed on techniques and tools available for the development and characterisation of microbial products. To provide glimpses on the possible formulations, the different existing additives, carriers, inoculation techniques and formulation types are exhaustively reviewed. Finally, requirements and principles for efficacy evaluation of plant protection products in the European Union are included (see Chaps. 10.1007/978-3-030-53238-3_11 , 10.1007/978-3-030-53238-3_18 and 10.1007/978-3-030-53238-3_19 ).",Progress in biological control,https://openalex.org/W3119367981,openalex,false
14,Agentic AI,Ken Huang,2025,10.1007/978-3-031-90026-6,,Progress in IS,https://openalex.org/W4411152359,openalex,false
15,Agent-based manufacturing — review and expert evaluation,Terrin Pulikottil; Luis A. Estrada-Jimenez; Hamood Ur Rehman; Fan Mo; Sanaz Nikghadam-Hojjati; José Barata,2023,10.1007/s00170-023-11517-8,"Abstract The advent of smart manufacturing and the exposure to a new generation of technological enablers have revolutionized the way manufacturing process is carried out. Cyber-Physical Production Systems (CPPS) are introduced as main actors of this manufacturing shift. They are characterized for having high levels of communication, integration and computational capabilities that led them to a certain level of autonomy. Despite the high expectations and vision of CPPS, it still remains an exploratory topic. Multi-Agent Systems (MAS) have been widely used by software engineers to solve traditional computing problems, e.g., banking transactions. Because of their high levels of distribution and autonomous capabilities, MAS have been considered by the research community as a good solution to design and implement CPPS. This work first introduces a collection of requirements and characteristics of smart manufacturing. A comprehensive review of various research applications is presented to understand the current state of the art and the application of agent technology in manufacturing. Considering the smart manufacturing requirements and current research application, a SWOT analysis was formulated which identifies pros and cons of the implementation of agents in industry. The SWOT analysis was further validated by an industrial expert evaluation and the main findings and discussion of the results are presented.",The International Journal of Advanced Manufacturing Technology,https://openalex.org/W4379536815,openalex,false
16,Drug repurposing strategies in the development of potential antifungal agents,Qian Zhang; Fangyan Liu; Meng Zeng; Yingyu Mao; Zhangyong Song,2021,10.1007/s00253-021-11407-7,,Applied Microbiology and Biotechnology,https://openalex.org/W3173203950,openalex,false
17,The Chatbot Usability Scale: the Design and Pilot of a Usability Scale for Interaction with AI-Based Conversational Agents,Simone Borsci; Alessio Malizia; Martin Schmettow; Frank van der Velde; Gunay Tariverdiyeva; Divyaa Balaji; Alan Chamberlain,2021,10.1007/s00779-021-01582-9,"Abstract Standardised tools to assess a user’s satisfaction with the experience of using chatbots and conversational agents are currently unavailable. This work describes four studies, including a systematic literature review, with an overall sample of 141 participants in the survey (experts and novices), focus group sessions and testing of chatbots to (i) define attributes to assess the quality of interaction with chatbots and (ii) the designing and piloting a new scale to measure satisfaction after the experience with chatbots. Two instruments were developed: (i) A diagnostic tool in the form of a checklist (BOT-Check). This tool is a development of previous works which can be used reliably to check the quality of a chatbots experience in line with commonplace principles. (ii) A 15-item questionnaire (BOT Usability Scale, BUS-15) with estimated reliability between .76 and .87 distributed in five factors. BUS-15 strongly correlates with UMUX-LITE by enabling designers to consider a broader range of aspects usually not considered in satisfaction tools for non-conversational agents, e.g. conversational efficiency and accessibility, quality of the chatbot’s functionality and so on. Despite the convincing psychometric properties, BUS-15 requires further testing and validation. Designers can use it as a tool to assess products, thus building independent databases for future evaluation of its reliability, validity and sensitivity.",Personal and Ubiquitous Computing,https://openalex.org/W3187911027,openalex,false
18,"Robotics cyber security: vulnerabilities, attacks, countermeasures, and recommendations",Jean-Paul A. Yaacoub; Hassan Noura; Ola Salman; Ali Chehab,2021,10.1007/s10207-021-00545-8,,International Journal of Information Security,https://openalex.org/W3138047676,openalex,false
19,On the ability of virtual agents to decrease cognitive load: an experimental study,Florian Brachten; Felix Brünker; Nicholas Frick; Björn Roß; Stefan Stieglitz,2020,10.1007/s10257-020-00471-7,"Abstract When attempting to solve a problem, humans call upon cognitive resources. These resources are limited, and the degree of their utilisation is described as cognitive load. While the number of parameters to be taken into account and to be processed by modern-day knowledge workers increases, their cognitive resources do not. Research shows that too high a load can increase stress and failure rates and decrease the work satisfaction and performance of employees. It is thus in the interest of organisations to reduce the cognitive load of their employees and keep it at a moderate level. One way to achieve this may be the application of virtual assistants (VAs), software programs, that can be addressed via voice or text commands and respond to the users’ input. This study uses a laboratory experiment with N = 91 participants comparing two groups in their ability to solve a task. One group was able to make use of a VA while the other could not. Besides task performance, the cognitive load of the participants was measured. Results show that (a) cognitive load is negatively related to task performance, (b) the group using the VA performed better at the task and (c) the group using the VA had a lower cognitive load. These findings show that VAs are a viable way to support employees and can increase their performance. It adds to the growing field of IS research on VAs by expanding the field for the concept of cognitive load.",Information Systems and e-Business Management,https://openalex.org/W3036413616,openalex,false
20,Agent programming in the cognitive era,Rafael H. Bordini; Amal El Fallah Seghrouchni; Koen V. Hindriks; Brian Logan; Alessandro Ricci,2020,10.1007/s10458-020-09453-y,,Autonomous Agents and Multi-Agent Systems,https://openalex.org/W3025658402,openalex,false
21,Multi-agent reinforcement learning for resources allocation optimization: a survey,Mohamad Abdul Hady; Siyi Hu; Mahardhika Pratama; Zehong Cao; Ryszard Kowalczyk,2025,10.1007/s10462-025-11340-5,"Abstract Multi-Agent Reinforcement Learning (MARL) has become a powerful framework for numerous real-world applications, modeling distributed decision-making and learning from interactions with complex environments. Resource Allocation Optimization (RAO) benefits significantly from MARL’s ability to tackle dynamic and decentralized contexts. MARL-based approaches are increasingly applied to RAO challenges across sectors playing a pivotal role in industry 4.0 developments. This survey provides a comprehensive review of recent MARL algorithms for RAO, encompassing core concepts, classifications, design steps and benchmarks. By outlining the current research landscape and identifying primary challenges and future directions, this survey aims to support researchers and practitioners in leveraging MARL’s potential to advance resource allocation solutions.",Artificial Intelligence Review,https://openalex.org/W4413736352,openalex,false
22,"Agentic AI: a comprehensive survey of architectures, applications, and future directions",Mohamad Abou Ali; Fadi Dornaika; Jinan Charafeddine,2025,10.1007/s10462-025-11422-4,"Abstract Agentic AI represents a transformative shift in artificial intelligence, but its rapid advancement has led to a fragmented understanding, often conflating modern neural systems with outdated symbolic models—a practice known as conceptual retrofitting . This survey cuts through this confusion by introducing a novel dual-paradigm framework that categorizes agentic systems into two distinct lineages: the symbolic/classical (relying on algorithmic planning and persistent state) and the neural/generative (leveraging stochastic generation and prompt-driven orchestration). Through a systematic PRISMA-based review of 90 studies (2018–2025), we provide a comprehensive analysis structured around this framework across three dimensions: (1) the theoretical foundations and architectural principles defining each paradigm; (2) domain-specific implementations in healthcare, finance, and robotics, demonstrating how application constraints dictate paradigm selection; and (3) paradigm-specific ethical and governance challenges, revealing divergent risks and mitigation strategies. Our analysis reveals that the choice of paradigm is strategic: symbolic systems dominate safety-critical domains (e.g., healthcare), while neural systems prevail in adaptive, data-rich environments (e.g., finance). Furthermore, we identify critical research gaps, including a significant deficit in governance models for symbolic systems and a pressing need for hybrid neuro-symbolic architectures. The findings culminate in a strategic roadmap arguing that the future of Agentic AI lies not in the dominance of one paradigm, but in their intentional integration to create systems that are both adaptable and reliable . This work provides the essential conceptual toolkit to guide future research, development, and policy toward robust and trustworthy hybrid intelligent systems.",Artificial Intelligence Review,https://openalex.org/W4416209823,openalex,false
23,LLM agents security duality: a comprehensive survey of self-security and empowered cybersecurity,Yiwei Xu; Yong Zhuang; Xuanming Liu; Tian Zhang; Bowen Xiao; Xiaoyang Xu; Delong Jiang; Juan Wang; Hongxin Hu,2026,10.1007/s10462-026-11563-0,"Large language model (LLM) agents are rapidly being integrated into real-world systems. Their autonomy and tool-use capabilities generate substantial value while simultaneously expanding the security attack surface. This survey provides a comprehensive overview of the opportunities and challenges of LLM agents in security, focusing on two core areas: (1) threats to LLM agents themselves and corresponding mitigation strategies (LLM agents self-security), and (2) the role of LLM agents in empowering the cybersecurity lifecycle across offense and defense (LLM agents empowered cybersecurity). We first examine the internal and external attack surfaces of agents, propose a taxonomy organized by threat sources, and analyze associated mitigations and evaluation frameworks. We then investigate how agent capabilities are applied in cybersecurity practice and present, to our knowledge, the first agent-empowerment framework aligned with the full cyber offense-defense lifecycle. By systematically surveying these two areas, we are the first to highlight a positive feedback synergy between LLM agents self-security and empowered cybersecurity, offering new insights for the advancement of both. We further identify current limitations and outline promising directions for future research. The insights provided aim to catalyze the coordinated development of LLM agents self-security and agent empowered cybersecurity, paving the way for more capable and robust agent applications.",arXiv,http://arxiv.org/abs/2606.28450v1,arxiv,false
24,"Federated learning-based AI approaches in smart healthcare: concepts, taxonomies, challenges and open issues",Anichur Rahman; Md. Sazzad Hossain; Ghulam Muhammad; Dipanjali Kundu; Tanoy Debnath; Muaz Rahman; Md. Saikat Islam Khan; Prayag Tiwari; Shahab S. Band,2022,10.1007/s10586-022-03658-4,,Cluster Computing,https://openalex.org/W4292148537,openalex,false
25,MAIDS: Malicious Agent Identification-based Data Security Model for Cloud Environments,Kishu Gupta; Deepika Saxena; Rishabh Gupta; Ashutosh Kumar Singh,2024,10.1007/s10586-023-04263-9,"With the vigorous development of cloud computing, most organizations have shifted their data and applications to the cloud environment for storage, computation, and sharing purposes. During storage and data sharing across the participating entities, a malicious agent may gain access to outsourced data from the cloud environment. A malicious agent is an entity that deliberately breaches the data. This information accessed might be misused or revealed to unauthorized parties. Therefore, data protection and prediction of malicious agents have become a demanding task that needs to be addressed appropriately. To deal with this crucial and challenging issue, this paper presents a Malicious Agent Identification-based Data Security (MAIDS) Model which utilizes XGBoost machine learning classification algorithm for securing data allocation and communication among different participating entities in the cloud system. The proposed model explores and computes intended multiple security parameters associated with online data communication or transactions. Correspondingly, a security-focused knowledge database is produced for developing the XGBoost Classifier-based Malicious Agent Prediction (XC-MAP) unit. Unlike the existing approaches, which only identify malicious agents after data leaks, MAIDS proactively identifies malicious agents by examining their eligibility for respective data access. In this way, the model provides a comprehensive solution to safeguard crucial data from both intentional and non-intentional breaches, by granting data to authorized agents only by evaluating the agents behavior and predicting the malicious agent before granting data.",arXiv,http://arxiv.org/abs/2412.14490v1,arxiv,false
26,Sensitivity analysis of agent-based models: a new protocol,Emanuele Borgonovo; Marco Pangallo; Jan W. Rivkin; Leonardo Rizzo; Nicolaj Siggelkow,2022,10.1007/s10588-021-09358-5,"Abstract Agent-based models (ABMs) are increasingly used in the management sciences. Though useful, ABMs are often critiqued: it is hard to discern why they produce the results they do and whether other assumptions would yield similar results. To help researchers address such critiques, we propose a systematic approach to conducting sensitivity analyses of ABMs. Our approach deals with a feature that can complicate sensitivity analyses: most ABMs include important non-parametric elements, while most sensitivity analysis methods are designed for parametric elements only. The approach moves from charting out the elements of an ABM through identifying the goal of the sensitivity analysis to specifying a method for the analysis. We focus on four common goals of sensitivity analysis: determining whether results are robust, which elements have the greatest impact on outcomes, how elements interact to shape outcomes, and which direction outcomes move when elements change. For the first three goals, we suggest a combination of randomized finite change indices calculation through a factorial design. For direction of change, we propose a modification of individual conditional expectation (ICE) plots to account for the stochastic nature of the ABM response. We illustrate our approach using the Garbage Can Model, a classic ABM that examines how organizations make decisions.",Computational and Mathematical Organization Theory,https://openalex.org/W4206721495,openalex,false
27,Interacting with educational chatbots: A systematic review,Mohammad Amin Kuhail; Nazik Alturki; Salwa Alramlawi; Kholood Alhejori,2022,10.1007/s10639-022-11177-3,"Abstract Chatbots hold the promise of revolutionizing education by engaging learners, personalizing learning activities, supporting educators, and developing deep insight into learners’ behavior. However, there is a lack of studies that analyze the recent evidence-based chatbot-learner interaction design techniques applied in education. This study presents a systematic review of 36 papers to understand, compare, and reflect on recent attempts to utilize chatbots in education using seven dimensions: educational field, platform, design principles, the role of chatbots, interaction styles, evidence, and limitations. The results show that the chatbots were mainly designed on a web platform to teach computer science, language, general education, and a few other fields such as engineering and mathematics. Further, more than half of the chatbots were used as teaching agents, while more than a third were peer agents. Most of the chatbots used a predetermined conversational path, and more than a quarter utilized a personalized learning approach that catered to students’ learning needs, while other chatbots used experiential and collaborative learning besides other design principles. Moreover, more than a third of the chatbots were evaluated with experiments, and the results primarily point to improved learning and subjective satisfaction. Challenges and limitations include inadequate or insufficient dataset training and a lack of reliance on usability heuristics. Future studies should explore the effect of chatbot personality and localization on subjective satisfaction and learning effectiveness.",Education and Information Technologies,https://openalex.org/W4284991798,openalex,false
28,Designing Personality-Adaptive Conversational Agents for Mental Health Care,Rangina Ahmad; Dominik Siemon; Ulrich Gnewuch; Susanne Robra-Bissantz,2022,10.1007/s10796-022-10254-9,"Millions of people experience mental health issues each year, increasing the necessity for health-related services. One emerging technology with the potential to help address the resulting shortage in health care providers and other barriers to treatment access are conversational agents (CAs). CAs are software-based systems designed to interact with humans through natural language. However, CAs do not live up to their full potential yet because they are unable to capture dynamic human behavior to an adequate extent to provide responses tailored to users' personalities. To address this problem, we conducted a design science research (DSR) project to design personality-adaptive conversational agents (PACAs). Following an iterative and multi-step approach, we derive and formulate six design principles for PACAs for the domain of mental health care. The results of our evaluation with psychologists and psychiatrists suggest that PACAs can be a promising source of mental health support. With our design principles, we contribute to the body of design knowledge for CAs and provide guidance for practitioners who intend to design PACAs. Instantiating the principles may improve interaction with users who seek support for mental health issues.",Information Systems Frontiers,https://openalex.org/W4214810114,openalex,false
29,On the Integration of Agents and Digital Twins in Healthcare,Angelo Croatti; Matteo Gabellini; Sara Montagna; Alessandro Ricci,2020,10.1007/s10916-020-01623-5,"A digital twin is a digital representation of a physical asset reproducing its data model, its behaviour and its communication with other physical assets. Digital twins act as a digital replica for the physical object or process they represent, providing nearly real-time monitoring and evaluation without being in close proximity. Although most of their concrete applications can be found mainly in the industrial context, healthcare represents another relevant area where digital twins can have a disruptive impact. The main research question tackled by this paper is about the integration of digital twins with agents and Multi-Agent Systems (MAS) technologies in healthcare. After providing an overview of the application of digital twins in healthcare, in this paper, we discuss our vision about agent-based digital twins, and we present a first case study, about the application of agent-based digital twins to the management of severe traumas.",Journal of Medical Systems,https://openalex.org/W3047581883,openalex,false
30,Secure communication between UAVs using a method based on smart agents in unmanned aerial vehicles,Maryam Faraji-Biregani; Reza Fotohi,2020,10.1007/s11227-020-03462-0,,The Journal of Supercomputing,https://openalex.org/W3096157131,openalex,false
31,"Unmanned aerial vehicles (UAVs): practical aspects, applications, open challenges, security issues, and future trends",Syed Agha Hassnain Mohsan; Nawaf Qasem Hamood Othman; Yanlong Li; Mohammed H. Alsharif; Muhammad Asghar Khan,2023,10.1007/s11370-022-00452-4,,Intelligent Service Robotics,https://openalex.org/W4316506832,openalex,false
